0 1e-06
1000 6e-05
2000 0.000106
3000 0.000165
4000 0.000236
5000 0.00031
6000 0.000402
7000 0.000486
8000 0.000573
9000 0.000572
10000 0.000562
11000 0.000728
12000 0.000841
13000 0.000857
14000 0.000915
15000 0.001145
16000 0.001038
17000 0.001173
18000 0.001174
19000 0.001276
20000 0.001187
21000 0.001318
22000 0.001332
23000 0.001556
24000 0.001691
25000 0.001544
26000 0.001695
27000 0.001849
28000 0.001778
29000 0.001884
30000 0.00209
31000 0.002158
32000 0.002373
33000 0.002182
34000 0.002266
35000 0.002422
36000 0.002555
37000 0.002383
38000 0.002685
39000 0.002782
40000 0.002606
41000 0.002986
42000 0.003
43000 0.003125
44000 0.002893
45000 0.003434
46000 0.003327
47000 0.003046
48000 0.00319
49000 0.003768
50000 0.003575
