0 	  1.1e-08
1000 	  0.000143987
2000 	  0.000309905
3000 	  0.000598434
4000 	  0.000678561
5000 	  0.000943736
6000 	  0.0013094
7000 	  0.00120474
8000 	  0.00144737
9000 	  0.00178467
10000 	  0.00200826
11000  0.002355
12000  0.002669
13000  0.002675
14000  0.002657
15000  0.0032
16000  0.003521
17000  0.003435
18000  0.004037
19000  0.004307
20000  0.004327
21000  0.005919
22000  0.005475
23000  0.005382
24000  0.005874
25000  0.007126
26000  0.005621
27000  0.005787
28000  0.005718
29000  0.006679
30000  0.006443
31000  0.006413
32000  0.007099
33000  0.007257
34000  0.007361
35000  0.007681
36000  0.009177
37000  0.009681
38000  0.00905
39000  0.009215
40000  0.009504
41000  0.010579
42000  0.009896
43000  0.010871
44000  0.010588
45000  0.012054
46000  0.012402
47000  0.011738
48000  0.013127
49000  0.012393
50000  0.013824
