0 1e-06
1000 7.1e-05
2000 0.000151
3000 0.000238
4000 0.000343
5000 0.00042
6000 0.000576
7000 0.000614
8000 0.000701
9000 0.000802
10000 0.000828
11000 0.000969
12000 0.001055
13000 0.001105
14000 0.001405
15000 0.00142
16000 0.001502
17000 0.001691
18000 0.001808
19000 0.001902
20000 0.001933
21000 0.002345
22000 0.00212
23000 0.002148
24000 0.002437
25000 0.002414
26000 0.002483
27000 0.002572
28000 0.002611
29000 0.002928
30000 0.002802
31000 0.003208
32000 0.00383
33000 0.003397
34000 0.003221
35000 0.003378
36000 0.003488
37000 0.003577
38000 0.003927
39000 0.004037
40000 0.004257
41000 0.004321
42000 0.004111
43000 0.004513
44000 0.004538
45000 0.004431
46000 0.004517
47000 0.004629
48000 0.00476
49000 0.005222
50000 0.005376
