0 2e-06
1000 0.00014
2000 0.000307
3000 0.000559
4000 0.000865
5000 0.001278
6000 0.001446
7000 0.001235
8000 0.001803
9000 0.001608
10000 0.001793
11000 0.001938
12000 0.002281
13000 0.002481
14000 0.002564
15000 0.003139
16000 0.003213
17000 0.003348
18000 0.003389
19000 0.003809
20000 0.00397
21000 0.004632
22000 0.005126
23000 0.004916
24000 0.00465
25000 0.005476
26000 0.004956
27000 0.005624
28000 0.005512
29000 0.00624
30000 0.005841
31000 0.006063
32000 0.006465
33000 0.006698
34000 0.007846
35000 0.007321
36000 0.007675
37000 0.007364
38000 0.00758
39000 0.008772
40000 0.008012
41000 0.008212
42000 0.008876
43000 0.008928
44000 0.010684
45000 0.009512
46000 0.009727
47000 0.010488
48000 0.009856
49000 0.010522
50000 0.010683
