0 1e-06
1000 0.001817
2000 0.004538
3000 0.008436
4000 0.015914
5000 0.026803
6000 0.04071
7000 0.058296
8000 0.07882
9000 0.102397
10000 0.129504
11000 0.162802
12000 0.196614
13000 0.236404
14000 0.275805
15000 0.323594
16000 0.368033
17000 0.419886
18000 0.474007
19000 0.53219
20000 0.626026
21000 0.735238
22000 0.749689
23000 0.807627
24000 0.908588
25000 1.00024
26000 1.08424
27000 1.12347
28000 1.22486
29000 1.36045
30000 1.44595
31000 1.57242
32000 1.68251
33000 1.74734
34000 1.84795
35000 2.02526
36000 2.08297
37000 2.26133
38000 2.31946
39000 2.51141
40000 2.57395
41000 2.78653
42000 2.96333
43000 3.06692
44000 3.05974
45000 3.21096
46000 3.3933
47000 3.78263
48000 3.94273
49000 4.11099
50000 4.21373
