0 1e-06
1000 0.002238
2000 0.006751
3000 0.013344
4000 0.022335
5000 0.032931
6000 0.048617
7000 0.062932
8000 0.083626
9000 0.10639
10000 0.129909
11000 0.15589
12000 0.185639
13000 0.214442
14000 0.298263
15000 0.284588
16000 0.324998
17000 0.364689
18000 0.410273
19000 0.462003
20000 0.521678
21000 0.559315
22000 0.62381
23000 0.667901
24000 0.72345
25000 0.797394
26000 0.852654
27000 0.918364
28000 1.02567
29000 1.04779
30000 1.12386
31000 1.22394
32000 1.29021
33000 1.39426
34000 1.45985
35000 1.533
36000 1.63681
37000 1.72721
38000 1.83233
39000 1.93447
40000 2.01413
41000 2.13297
42000 2.22537
43000 2.33679
44000 2.45457
45000 2.57399
46000 2.67805
47000 2.77942
48000 2.89381
49000 3.02357
50000 3.18902
