0 1e-06
1000 0.003541
2000 0.010575
3000 0.023118
4000 0.038595
5000 0.060643
6000 0.086837
7000 0.120406
8000 0.156166
9000 0.198384
10000 0.240982
11000 0.294836
12000 0.353419
13000 0.413666
14000 0.477522
15000 0.548921
16000 0.625091
17000 0.703456
18000 0.786062
19000 0.875923
20000 0.985208
21000 1.0823
22000 1.18256
23000 1.29314
24000 1.41544
25000 1.53893
26000 1.65852
27000 1.79689
28000 1.94338
29000 2.07224
30000 2.2165
31000 2.3715
32000 2.67282
33000 2.68036
34000 2.91668
35000 3.22472
36000 3.25892
37000 3.41914
38000 3.57045
39000 3.77098
40000 4.00338
41000 4.25048
42000 4.70599
43000 4.80659
44000 4.95991
45000 5.27223
46000 5.47576
47000 5.79055
48000 5.80686
49000 6.0351
50000 6.19488
