0 1e-06
1000 0.000193
2000 0.000401
3000 0.000628
4000 0.000904
5000 0.001234
6000 0.001032
7000 0.001252
8000 0.001321
9000 0.00163
10000 0.001784
11000 0.002231
12000 0.002277
13000 0.00244
14000 0.00245
15000 0.002985
16000 0.00317
17000 0.003352
18000 0.003605
19000 0.003747
20000 0.004051
21000 0.00387
22000 0.004104
23000 0.004697
24000 0.004975
25000 0.004707
26000 0.005254
27000 0.005618
28000 0.005691
29000 0.00585
30000 0.00583
31000 0.006297
32000 0.006492
33000 0.006498
34000 0.006711
35000 0.006847
36000 0.007773
37000 0.007384
38000 0.008046
39000 0.008468
40000 0.008022
41000 0.008203
42000 0.008552
43000 0.008682
44000 0.008906
45000 0.010026
46000 0.009377
47000 0.010088
48000 0.010535
49000 0.010051
50000 0.010453
