0 1e-06
1000 0.001778
2000 0.006253
3000 0.013151
4000 0.020717
5000 0.032399
6000 0.046728
7000 0.063608
8000 0.082974
9000 0.105393
10000 0.129617
11000 0.154756
12000 0.184139
13000 0.217044
14000 0.259526
15000 0.289151
16000 0.326618
17000 0.373849
18000 0.411767
19000 0.467207
20000 0.51575
21000 0.565619
22000 0.620984
23000 0.670039
24000 0.739461
25000 0.784994
26000 0.863755
27000 0.930259
28000 1.00311
29000 1.06213
30000 1.14407
31000 1.22357
32000 1.3005
33000 1.39292
34000 1.48754
35000 1.59976
36000 1.64932
37000 1.78378
38000 1.84791
39000 1.92475
40000 2.02232
41000 2.14684
42000 2.23814
43000 2.35266
44000 2.4601
45000 2.59602
46000 2.69239
47000 2.81596
48000 3.08483
49000 3.0554
50000 3.21349
