0 0
1000 0.00048639
2000 0.00173138
3000 0.004439
4000 0.007404
5000 0.011212
6000 0.015509
7000 0.02536
8000 0.036143
9000 0.038594
10000 0.040757
11000 0.052962
12000 0.056473
13000 0.073923
14000 0.080379
15000 0.09136
16000 0.100403
17000 0.11878
18000 0.12912
19000 0.142959
20000 0.157057
21000 0.199515
22000 0.193765
23000 0.206462
24000 0.224279
25000 0.240126
26000 0.275489
27000 0.282955
28000 0.344739
29000 0.333876
30000 0.348203
31000 0.399511
32000 0.405952
33000 0.420143
34000 0.460975
35000 0.504345
36000 0.524509
37000 0.533828
38000 0.602007
39000 0.59117
40000 0.63813
41000 0.653944
42000 0.688042
43000 0.75257
44000 0.769506
45000 0.800838
46000 0.83796
47000 0.857289
48000 0.888962
49000 0.922879
50000 0.961008
