0 1e-06
1000 0.001653
2000 0.003303
3000 0.004384
4000 0.007907
5000 0.01242
6000 0.017944
7000 0.02315
8000 0.030776
9000 0.038741
10000 0.047534
11000 0.057479
12000 0.068352
13000 0.079835
14000 0.092341
15000 0.106277
16000 0.120744
17000 0.13598
18000 0.153409
19000 0.17288
20000 0.189357
21000 0.206668
22000 0.227347
23000 0.248308
24000 0.270774
25000 0.295744
26000 0.315942
27000 0.345907
28000 0.366433
29000 0.392668
30000 0.4224
31000 0.448531
32000 0.477571
33000 0.51329
34000 0.543571
35000 0.574471
36000 0.606705
37000 0.64303
38000 0.676217
39000 0.714751
40000 0.751014
41000 0.792121
42000 0.884566
43000 0.908354
44000 0.933628
45000 0.956213
46000 1.0286
47000 1.06785
48000 1.15916
49000 1.26453
50000 1.20984
