0 6e-06
1000 0.002214
2000 0.008955
3000 0.020496
4000 0.038176
5000 0.063669
6000 0.095338
7000 0.134255
8000 0.181965
9000 0.239492
10000 0.296445
11000 0.37284
12000 0.466712
13000 0.56722
14000 0.634589
15000 0.740756
16000 0.81417
17000 0.914631
18000 1.02941
19000 1.14328
20000 1.27296
21000 1.41853
22000 1.56425
23000 1.70751
24000 1.85605
25000 2.03655
26000 2.21413
27000 2.3564
28000 2.56513
29000 2.75286
30000 3.00578
31000 3.24119
32000 3.37007
33000 3.6603
34000 4.03552
35000 4.04552
36000 4.26455
37000 4.44631
38000 4.98867
39000 5.17591
40000 5.34389
41000 5.71467
42000 5.91824
43000 6.42654
44000 6.6248
45000 6.85601
46000 7.14013
47000 7.55452
48000 8.00657
49000 8.11365
50000 8.43534
